Transaction ID,Date,Product ID,Product Name,Product Category,Quantity,PPU,Amount,Customer ID,Region
T000982,04-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,31,"950,000","29,450,000",Customer-972,Naypyitaw
T000983,04-07-2025,PROD-003,27-inch 4K Monitor,Electronics,35,"1,200,000","42,000,000",Customer-491,Taunggyi
T000984,04-07-2025,PROD-003,27-inch 4K Monitor,Electronics,38,"1,200,000","45,600,000",Customer-380,Mandalay
T000985,04-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,36,"950,000","34,200,000",Customer-576,Mandalay
T000986,04-07-2025,PROD-003,27-inch 4K Monitor,Electronics,360,"1,200,000","432,000,000",Customer-816,Yangon
T000987,04-07-2025,PROD-003,27-inch 4K Monitor,Electronics,60,"1,200,000","72,000,000",Customer-136,Mandalay
T000988,04-07-2025,PROD-010,Webcam 1080p HD,Electronics,40,"200,000","8,000,000",Customer-834,Yangon
T000989,04-07-2025,PROD-004,Standing Desk Converter,Furniture,48,"500,000","24,000,000",Customer-864,Naypyitaw
T000990,04-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,50,"25,000","1,250,000",Customer-193,Yangon
T000991,04-07-2025,PROD-007,USB-C Docking Station,Electronics,34,"250,000","8,500,000",Customer-700,Yangon
T000992,04-07-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,16,"120,000","1,920,000",Customer-863,Bago
T000993,04-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,43,"25,000","1,075,000",Customer-756,Mandalay
T000994,04-07-2025,PROD-007,USB-C Docking Station,Electronics,31,"250,000","7,750,000",Customer-972,Naypyitaw
T000995,04-07-2025,PROD-010,Webcam 1080p HD,Electronics,480,"200,000","96,000,000",Customer-804,Yangon
T000996,04-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,23,"180,000","4,140,000",Customer-300,Bago
T000997,09-07-2025,PROD-007,USB-C Docking Station,Electronics,33,"250,000","8,250,000",Customer-988,Bago
T000998,09-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,400,"950,000","380,000,000",Customer-888,Bago
T000999,09-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,40,"350,000","14,000,000",Customer-115,Naypyitaw
T001000,09-07-2025,PROD-007,USB-C Docking Station,Electronics,39,"250,000","9,750,000",Customer-322,Naypyitaw
T001001,09-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,29,"350,000","10,150,000",Customer-523,Yangon
T001002,09-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,250,"950,000","237,500,000",Customer-725,Yangon
T001003,09-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,18,"180,000","3,240,000",Customer-845,Bago
T001004,09-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,50,"950,000","47,500,000",Customer-974,Mandalay
T001005,09-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,48,"350,000","16,800,000",Customer-921,Taunggyi
T001006,09-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,190,"450,000","85,500,000",Customer-410,Yangon
T001007,09-07-2025,PROD-004,Standing Desk Converter,Furniture,110,"500,000","55,000,000",Customer-678,Bago
T001008,10-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,43,"180,000","7,740,000",Customer-824,Mandalay
T001009,10-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,17,"350,000","5,950,000",Customer-444,Taunggyi
T001010,10-07-2025,PROD-003,27-inch 4K Monitor,Electronics,34,"1,200,000","40,800,000",Customer-640,Bago
T001011,10-07-2025,PROD-007,USB-C Docking Station,Electronics,9,"250,000","2,250,000",Customer-808,Naypyitaw
T001012,10-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,23,"25,000","575,000",Customer-398,Taunggyi
T001013,10-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,17,"950,000","16,150,000",Customer-005,Mandalay
T001014,10-07-2025,PROD-010,Webcam 1080p HD,Electronics,7,"200,000","1,400,000",Customer-805,Bago
T001015,10-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,26,"450,000","11,700,000",Customer-340,Mandalay
T001016,10-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,36,"950,000","34,200,000",Customer-369,Naypyitaw
T001017,10-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,40,"450,000","18,000,000",Customer-283,Yangon
T001018,10-07-2025,PROD-007,USB-C Docking Station,Electronics,27,"250,000","6,750,000",Customer-456,Mandalay
T001019,10-07-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,60,"120,000","7,200,000",Customer-784,Mandalay
T001020,10-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,29,"25,000","725,000",Customer-387,Yangon
T001021,10-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,46,"25,000","1,150,000",Customer-654,Mandalay
T001022,10-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,"350,000","3,500,000",Customer-665,Yangon
T001023,10-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,23,"25,000","575,000",Customer-776,Mandalay
T001024,10-07-2025,PROD-007,USB-C Docking Station,Electronics,29,"250,000","7,250,000",Customer-981,Mandalay
T001025,10-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,43,"25,000","1,075,000",Customer-191,Naypyitaw
T001026,11-07-2025,PROD-004,Standing Desk Converter,Furniture,43,"500,000","21,500,000",Customer-616,Taunggyi
T001027,11-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,48,"25,000","1,200,000",Customer-442,Taunggyi
T001028,11-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,460,"450,000","207,000,000",Customer-180,Mandalay
T001029,11-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,49,"450,000","22,050,000",Customer-446,Yangon
T001030,11-07-2025,PROD-003,27-inch 4K Monitor,Electronics,6,"1,200,000","7,200,000",Customer-262,Naypyitaw
T001031,11-07-2025,PROD-004,Standing Desk Converter,Furniture,15,"500,000","7,500,000",Customer-658,Bago
T001032,11-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,40,"180,000","7,200,000",Customer-892,Mandalay
T001033,11-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"950,000","7,600,000",Customer-141,Mandalay
T001034,11-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,34,"950,000","32,300,000",Customer-137,Mandalay
T001035,11-07-2025,PROD-004,Standing Desk Converter,Furniture,23,"500,000","11,500,000",Customer-827,Naypyitaw
T001036,11-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,18,"25,000","450,000",Customer-783,Yangon
T001037,11-07-2025,PROD-003,27-inch 4K Monitor,Electronics,35,"1,200,000","42,000,000",Customer-115,Naypyitaw
T001038,11-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,17,"25,000","425,000",Customer-893,Naypyitaw
T001039,11-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,15,"25,000","375,000",Customer-362,Yangon
T001040,14-07-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,28,"120,000","3,360,000",Customer-596,Mandalay
T001041,14-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,42,"350,000","14,700,000",Customer-819,Yangon
T001042,14-07-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,23,"120,000","2,760,000",Customer-771,Bago
T001043,14-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,34,"180,000","6,120,000",Customer-723,Naypyitaw
T001044,14-07-2025,PROD-003,27-inch 4K Monitor,Electronics,7,"1,200,000","8,400,000",Customer-540,Naypyitaw
T001045,14-07-2025,PROD-010,Webcam 1080p HD,Electronics,35,"200,000","7,000,000",Customer-112,Taunggyi
T001046,14-07-2025,PROD-007,USB-C Docking Station,Electronics,5,"250,000","1,250,000",Customer-392,Mandalay
T001047,14-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,270,"180,000","48,600,000",Customer-888,Bago
T001048,14-07-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,33,"120,000","3,960,000",Customer-803,Taunggyi
T001049,16-07-2025,PROD-004,Standing Desk Converter,Furniture,37,"500,000","18,500,000",Customer-015,Naypyitaw
T001050,16-07-2025,PROD-010,Webcam 1080p HD,Electronics,31,"200,000","6,200,000",Customer-040,Yangon
T001051,16-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,23,"350,000","8,050,000",Customer-657,Bago
T001052,16-07-2025,PROD-003,27-inch 4K Monitor,Electronics,370,"1,200,000","444,000,000",Customer-051,Bago
T001053,16-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,24,"25,000","600,000",Customer-206,Yangon
T001054,16-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,100,"950,000","95,000,000",Customer-667,Yangon
T001055,16-07-2025,PROD-010,Webcam 1080p HD,Electronics,49,"200,000","9,800,000",Customer-928,Mandalay
T001056,16-07-2025,PROD-003,27-inch 4K Monitor,Electronics,36,"1,200,000","43,200,000",Customer-775,Naypyitaw
T001057,16-07-2025,PROD-007,USB-C Docking Station,Electronics,29,"250,000","7,250,000",Customer-133,Mandalay
T001058,16-07-2025,PROD-003,27-inch 4K Monitor,Electronics,36,"1,200,000","43,200,000",Customer-382,Mandalay
T001059,16-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,38,"450,000","17,100,000",Customer-064,Taunggyi
T001060,16-07-2025,PROD-004,Standing Desk Converter,Furniture,31,"500,000","15,500,000",Customer-335,Yangon
T001061,16-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,25,"350,000","8,750,000",Customer-105,Bago
T001062,16-07-2025,PROD-004,Standing Desk Converter,Furniture,27,"500,000","13,500,000",Customer-682,Naypyitaw
T001063,17-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,80,"350,000","28,000,000",Customer-282,Yangon
T001064,17-07-2025,PROD-010,Webcam 1080p HD,Electronics,32,"200,000","6,400,000",Customer-518,Naypyitaw
T001065,17-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,440,"25,000","11,000,000",Customer-998,Mandalay
T001066,17-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,33,"950,000","31,350,000",Customer-517,Yangon
T001067,17-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,34,"950,000","32,300,000",Customer-771,Bago
T001068,17-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,16,"180,000","2,880,000",Customer-586,Taunggyi
T001069,17-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,17,"180,000","3,060,000",Customer-420,Yangon
T001070,17-07-2025,PROD-007,USB-C Docking Station,Electronics,18,"250,000","4,500,000",Customer-999,Naypyitaw
T001071,17-07-2025,PROD-010,Webcam 1080p HD,Electronics,7,"200,000","1,400,000",Customer-204,Taunggyi
T001072,17-07-2025,PROD-007,USB-C Docking Station,Electronics,35,"250,000","8,750,000",Customer-968,Taunggyi
T001073,23-07-2025,PROD-010,Webcam 1080p HD,Electronics,7,"200,000","1,400,000",Customer-104,Naypyitaw
T001074,23-07-2025,PROD-007,USB-C Docking Station,Electronics,20,"250,000","5,000,000",Customer-865,Mandalay
T001075,23-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,12,"350,000","4,200,000",Customer-587,Naypyitaw
T001076,23-07-2025,PROD-004,Standing Desk Converter,Furniture,8,"500,000","4,000,000",Customer-359,Yangon
T001077,23-07-2025,PROD-007,USB-C Docking Station,Electronics,26,"250,000","6,500,000",Customer-441,Yangon
T001078,23-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,22,"350,000","7,700,000",Customer-993,Yangon
T001079,23-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,25,"25,000","625,000",Customer-032,Mandalay
T001080,23-07-2025,PROD-007,USB-C Docking Station,Electronics,5,"250,000","1,250,000",Customer-561,Mandalay
T001081,23-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,"25,000","250,000",Customer-996,Yangon
T001082,23-07-2025,PROD-004,Standing Desk Converter,Furniture,22,"500,000","11,000,000",Customer-898,Mandalay
T001083,23-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,440,"450,000","198,000,000",Customer-985,Bago
T001084,24-07-2025,PROD-010,Webcam 1080p HD,Electronics,42,"200,000","8,400,000",Customer-259,Mandalay
T001085,24-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,49,"350,000","17,150,000",Customer-274,Mandalay
T001086,24-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,43,"180,000","7,740,000",Customer-280,Taunggyi
T001087,24-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,32,"25,000","800,000",Customer-599,Naypyitaw
T001088,24-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,27,"950,000","25,650,000",Customer-769,Yangon
T001089,24-07-2025,PROD-007,USB-C Docking Station,Electronics,13,"250,000","3,250,000",Customer-870,Yangon
T001090,24-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,230,"950,000","218,500,000",Customer-816,Yangon
T001091,24-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,230,"350,000","80,500,000",Customer-258,Mandalay
T001092,25-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,46,"450,000","20,700,000",Customer-863,Bago
T001093,25-07-2025,PROD-007,USB-C Docking Station,Electronics,38,"250,000","9,500,000",Customer-917,Naypyitaw
T001094,25-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,11,"950,000","10,450,000",Customer-033,Mandalay
T001095,25-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,14,"450,000","6,300,000",Customer-086,Naypyitaw
T001096,25-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,43,"25,000","1,075,000",Customer-959,Taunggyi
T001097,25-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,32,"450,000","14,400,000",Customer-958,Mandalay
T001098,25-07-2025,PROD-003,27-inch 4K Monitor,Electronics,47,"1,200,000","56,400,000",Customer-478,Naypyitaw
T001099,25-07-2025,PROD-007,USB-C Docking Station,Electronics,15,"250,000","3,750,000",Customer-325,Yangon
T001100,25-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,14,"350,000","4,900,000",Customer-964,Mandalay
T001101,25-07-2025,PROD-004,Standing Desk Converter,Furniture,14,"500,000","7,000,000",Customer-948,Yangon
T001102,25-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,32,"180,000","5,760,000",Customer-064,Taunggyi
T001103,25-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,36,"350,000","12,600,000",Customer-127,Yangon
T001104,25-07-2025,PROD-004,Standing Desk Converter,Furniture,41,"500,000","20,500,000",Customer-505,Taunggyi
T001105,25-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,19,"25,000","475,000",Customer-797,Bago
T001106,25-07-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,36,"120,000","4,320,000",Customer-101,Taunggyi
T001107,25-07-2025,PROD-007,USB-C Docking Station,Electronics,43,"250,000","10,750,000",Customer-063,Naypyitaw
T001108,25-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,25,"950,000","23,750,000",Customer-337,Mandalay
T001109,25-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,11,"25,000","275,000",Customer-445,Mandalay
T001110,25-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,45,"350,000","15,750,000",Customer-803,Taunggyi
T001111,28-07-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,19,"120,000","2,280,000",Customer-520,Yangon
T001112,28-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,"350,000","2,100,000",Customer-327,Yangon
T001113,28-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,38,"950,000","36,100,000",Customer-822,Naypyitaw
T001114,28-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,49,"25,000","1,225,000",Customer-781,Mandalay
T001115,28-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,29,"25,000","725,000",Customer-264,Taunggyi
T001116,28-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,45,"450,000","20,250,000",Customer-920,Mandalay
T001117,28-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,130,"950,000","123,500,000",Customer-871,Yangon
T001118,30-07-2025,PROD-010,Webcam 1080p HD,Electronics,100,"200,000","20,000,000",Customer-804,Yangon
T001119,30-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,30,"350,000","10,500,000",Customer-927,Taunggyi
T001120,30-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,18,"450,000","8,100,000",Customer-237,Naypyitaw
T001121,30-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,26,"950,000","24,700,000",Customer-703,Mandalay
T001122,05-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,26,"450,000","11,700,000",Customer-789,Yangon
T001123,05-08-2025,PROD-003,27-inch 4K Monitor,Electronics,430,"1,200,000","516,000,000",Customer-243,Mandalay
T001124,05-08-2025,PROD-003,27-inch 4K Monitor,Electronics,500,"1,200,000","600,000,000",Customer-074,Bago
T001125,05-08-2025,PROD-010,Webcam 1080p HD,Electronics,39,"200,000","7,800,000",Customer-936,Mandalay
T001126,05-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,29,"120,000","3,480,000",Customer-926,Naypyitaw
T001127,05-08-2025,PROD-009,Adjustable Monitor Arm,Furniture,28,"180,000","5,040,000",Customer-692,Mandalay
T001128,05-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,22,"120,000","2,640,000",Customer-519,Naypyitaw
T001129,05-08-2025,PROD-004,Standing Desk Converter,Furniture,9,"500,000","4,500,000",Customer-382,Mandalay
T001130,05-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,22,"120,000","2,640,000",Customer-650,Mandalay
T001131,05-08-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,25,"350,000","8,750,000",Customer-890,Yangon
T001132,05-08-2025,PROD-007,USB-C Docking Station,Electronics,50,"250,000","12,500,000",Customer-062,Taunggyi
T001133,05-08-2025,PROD-010,Webcam 1080p HD,Electronics,21,"200,000","4,200,000",Customer-084,Yangon
T001134,05-08-2025,PROD-004,Standing Desk Converter,Furniture,18,"500,000","9,000,000",Customer-394,Bago
T001135,05-08-2025,PROD-007,USB-C Docking Station,Electronics,25,"250,000","6,250,000",Customer-508,Mandalay
T001136,05-08-2025,PROD-003,27-inch 4K Monitor,Electronics,11,"1,200,000","13,200,000",Customer-504,Bago
T001137,06-08-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,8,"350,000","2,800,000",Customer-927,Taunggyi
T001138,06-08-2025,PROD-007,USB-C Docking Station,Electronics,28,"250,000","7,000,000",Customer-944,Yangon
T001139,06-08-2025,PROD-004,Standing Desk Converter,Furniture,28,"500,000","14,000,000",Customer-658,Bago
T001140,06-08-2025,PROD-010,Webcam 1080p HD,Electronics,5,"200,000","1,000,000",Customer-404,Mandalay
T001141,06-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,22,"450,000","9,900,000",Customer-946,Taunggyi
T001142,06-08-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,14,"25,000","350,000",Customer-288,Naypyitaw
T001143,06-08-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,20,"25,000","500,000",Customer-228,Naypyitaw
T001144,06-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,16,"120,000","1,920,000",Customer-991,Yangon
T001145,06-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,30,"450,000","13,500,000",Customer-669,Mandalay
T001146,06-08-2025,PROD-007,USB-C Docking Station,Electronics,36,"250,000","9,000,000",Customer-621,Naypyitaw
T001147,06-08-2025,PROD-005,Noise-Cancelling Headphones,Electronics,13,"950,000","12,350,000",Customer-695,Yangon
T001148,06-08-2025,PROD-003,27-inch 4K Monitor,Electronics,4,"1,200,000","4,800,000",Customer-294,Yangon
T001149,06-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,25,"120,000","3,000,000",Customer-133,Mandalay
T001150,06-08-2025,PROD-009,Adjustable Monitor Arm,Furniture,50,"180,000","9,000,000",Customer-387,Yangon
T001151,07-08-2025,PROD-004,Standing Desk Converter,Furniture,11,"500,000","5,500,000",Customer-774,Taunggyi
T001152,07-08-2025,PROD-010,Webcam 1080p HD,Electronics,15,"200,000","3,000,000",Customer-031,Taunggyi
T001153,07-08-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,46,"25,000","1,150,000",Customer-827,Naypyitaw
T001154,07-08-2025,PROD-005,Noise-Cancelling Headphones,Electronics,330,"950,000","313,500,000",Customer-998,Mandalay
T001155,07-08-2025,PROD-010,Webcam 1080p HD,Electronics,28,"200,000","5,600,000",Customer-576,Mandalay
T001156,07-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,18,"120,000","2,160,000",Customer-040,Yangon
T001157,12-08-2025,PROD-009,Adjustable Monitor Arm,Furniture,6,"180,000","1,080,000",Customer-124,Yangon
T001158,12-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,500,"450,000","225,000,000",Customer-074,Bago
T001159,12-08-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,30,"350,000","10,500,000",Customer-526,Taunggyi
T001160,12-08-2025,PROD-003,27-inch 4K Monitor,Electronics,500,"1,200,000","600,000,000",Customer-150,Yangon
T001161,12-08-2025,PROD-003,27-inch 4K Monitor,Electronics,41,"1,200,000","49,200,000",Customer-339,Yangon
T001162,12-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,46,"120,000","5,520,000",Customer-959,Taunggyi
T001163,12-08-2025,PROD-004,Standing Desk Converter,Furniture,220,"500,000","110,000,000",Customer-136,Mandalay
T001164,12-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,470,"450,000","211,500,000",Customer-246,Yangon
T001165,12-08-2025,PROD-007,USB-C Docking Station,Electronics,11,"250,000","2,750,000",Customer-305,Taunggyi
T001166,12-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,190,"450,000","85,500,000",Customer-051,Bago
T001167,12-08-2025,PROD-004,Standing Desk Converter,Furniture,34,"500,000","17,000,000",Customer-980,Naypyitaw
T001168,13-08-2025,PROD-007,USB-C Docking Station,Electronics,320,"250,000","80,000,000",Customer-667,Yangon
T001169,13-08-2025,PROD-010,Webcam 1080p HD,Electronics,25,"200,000","5,000,000",Customer-757,Naypyitaw
T001170,13-08-2025,PROD-010,Webcam 1080p HD,Electronics,35,"200,000","7,000,000",Customer-625,Mandalay
T001171,13-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,370,"450,000","166,500,000",Customer-985,Bago
T001172,13-08-2025,PROD-007,USB-C Docking Station,Electronics,44,"250,000","11,000,000",Customer-846,Yangon
T001173,13-08-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,13,"350,000","4,550,000",Customer-863,Bago
T001174,13-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,45,"450,000","20,250,000",Customer-885,Mandalay
T001175,13-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,"120,000","840,000",Customer-440,Mandalay
T001176,13-08-2025,PROD-003,27-inch 4K Monitor,Electronics,410,"1,200,000","492,000,000",Customer-977,Taunggyi
T001177,13-08-2025,PROD-003,27-inch 4K Monitor,Electronics,26,"1,200,000","31,200,000",Customer-325,Yangon
T001178,13-08-2025,PROD-009,Adjustable Monitor Arm,Furniture,27,"180,000","4,860,000",Customer-187,Taunggyi
T001179,13-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,30,"120,000","3,600,000",Customer-911,Bago
T001180,14-08-2025,PROD-009,Adjustable Monitor Arm,Furniture,38,"180,000","6,840,000",Customer-080,Taunggyi
T001181,14-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,45,"120,000","5,400,000",Customer-179,Yangon
T001182,14-08-2025,PROD-009,Adjustable Monitor Arm,Furniture,40,"180,000","7,200,000",Customer-448,Mandalay
T001183,14-08-2025,PROD-007,USB-C Docking Station,Electronics,26,"250,000","6,500,000",Customer-505,Taunggyi
T001184,14-08-2025,PROD-004,Standing Desk Converter,Furniture,15,"500,000","7,500,000",Customer-940,Taunggyi
T001185,14-08-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,48,"350,000","16,800,000",Customer-138,Taunggyi
T001186,14-08-2025,PROD-009,Adjustable Monitor Arm,Furniture,43,"180,000","7,740,000",Customer-939,Yangon
T001187,15-08-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,24,"350,000","8,400,000",Customer-561,Mandalay
T001188,15-08-2025,PROD-010,Webcam 1080p HD,Electronics,9,"200,000","1,800,000",Customer-359,Yangon
T001189,15-08-2025,PROD-007,USB-C Docking Station,Electronics,48,"250,000","12,000,000",Customer-191,Naypyitaw
T001190,15-08-2025,PROD-005,Noise-Cancelling Headphones,Electronics,42,"950,000","39,900,000",Customer-753,Yangon
T001191,15-08-2025,PROD-003,27-inch 4K Monitor,Electronics,41,"1,200,000","49,200,000",Customer-037,Bago
T001192,15-08-2025,PROD-007,USB-C Docking Station,Electronics,4,"250,000","1,000,000",Customer-294,Yangon
T001193,15-08-2025,PROD-004,Standing Desk Converter,Furniture,280,"500,000","140,000,000",Customer-258,Mandalay
T001194,15-08-2025,PROD-005,Noise-Cancelling Headphones,Electronics,39,"950,000","37,050,000",Customer-655,Yangon
T001195,15-08-2025,PROD-004,Standing Desk Converter,Furniture,45,"500,000","22,500,000",Customer-179,Yangon
T001196,15-08-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,17,"350,000","5,950,000",Customer-106,Naypyitaw
T001197,15-08-2025,PROD-005,Noise-Cancelling Headphones,Electronics,39,"950,000","37,050,000",Customer-269,Taunggyi
T001198,15-08-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,37,"25,000","925,000",Customer-808,Naypyitaw
T001199,19-08-2025,PROD-003,27-inch 4K Monitor,Electronics,430,"1,200,000","516,000,000",Customer-321,Mandalay
T001200,19-08-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,19,"350,000","6,650,000",Customer-603,Mandalay
T001201,19-08-2025,PROD-007,USB-C Docking Station,Electronics,36,"250,000","9,000,000",Customer-632,Yangon
T001202,19-08-2025,PROD-009,Adjustable Monitor Arm,Furniture,36,"180,000","6,480,000",Customer-606,Yangon
T001203,19-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,38,"450,000","17,100,000",Customer-327,Yangon
T001204,19-08-2025,PROD-004,Standing Desk Converter,Furniture,21,"500,000","10,500,000",Customer-669,Mandalay
T001205,19-08-2025,PROD-005,Noise-Cancelling Headphones,Electronics,18,"950,000","17,100,000",Customer-879,Mandalay
T001206,19-08-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,32,"25,000","800,000",Customer-537,Mandalay
T001207,19-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,20,"120,000","2,400,000",Customer-324,Yangon
T001208,19-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,5,"450,000","2,250,000",Customer-459,Yangon
T001209,20-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,34,"450,000","15,300,000",Customer-537,Mandalay
T001210,20-08-2025,PROD-003,27-inch 4K Monitor,Electronics,14,"1,200,000","16,800,000",Customer-657,Bago
T001211,20-08-2025,PROD-004,Standing Desk Converter,Furniture,42,"500,000","21,000,000",Customer-203,Bago
